ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon
Sci023,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-01,2019-09-15,PSB Rc82,3.26,91.0,85.0,60,5114.9,17.34,88692.44,106,198.74,28.4,8.5,Wala,Wala
Sci024,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-27,2019-10-09,NSIC Rc222,2.21,77.0,66.0,60,3949.48,17.34,68484.0,104,266.91,29.7,8.2,Wala,Wala
Sci025,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-05,2019-10-01,PSB Rc82,2.13,74.0,61.0,60,3684.22,17.34,63884.34,118,260.37,27.8,8.7,Wala,Wala
Sci026,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-20,2019-10-08,PSB Rc82,4.53,99.0,86.0,60,5153.42,17.34,89360.36,110,325.25,29.7,8.9,Wala,Wala
Sci027,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-09,2019-09-27,NSIC Rc216,4.3,79.0,67.0,60,3992.5,17.34,69229.88,110,239.99,27.3,9.4,Wala,Wala
Sci028,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-08,2019-09-23,PSB Rc82,2.12,69.0,57.0,60,3418.68,17.34,59279.86,107,276.25,26.7,8.7,Wala,Wala
Sci029,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-20,2019-10-08,NSIC Rc222,3.16,90.0,76.0,60,4578.87,17.34,79397.55,110,388.27,28.8,8.8,Wala,Wala
Sci030,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-06-04,2019-09-24,PSB Rc82,3.47,87.0,66.0,60,3968.38,17.34,68811.63,112,236.96,29.8,9.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci031,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-10,2019-10-08,PSB Rc82,0.68,72.0,45.0,60,2675.51,17.34,46393.39,120,406.11,30.1,6.1,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci032,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-10,2019-08-30,PSB Rc82,1.37,93.0,82.0,60,4947.59,17.34,85791.14,112,224.03,27.0,9.6,Wala,Wala
Sci033,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-28,2019-10-09,PSB Rc82,3.66,85.0,65.0,60,3870.87,17.34,67120.91,103,363.35,26.6,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci034,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-05-09,2019-08-31,NSIC Rc402,3.03,81.0,74.0,60,4459.03,17.34,77319.58,114,322.19,29.5,9.1,Wala,Wala
Sci035,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-05-19,2019-08-28,NSIC Rc222,2.29,67.0,57.0,60,3412.14,17.34,59166.47,101,253.65,27.9,8.2,Wala,Wala
Sci036,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-27,2019-10-21,NSIC Rc216,4.73,87.0,65.0,60,3872.11,17.34,67142.45,116,137.94,26.0,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci037,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-06-11,2019-10-07,NSIC Rc216,2.92,83.0,72.0,60,4319.31,17.34,74896.77,118,287.37,25.5,8.9,Wala,Wala
Sci038,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-05-06,2019-08-25,NSIC Rc402,2.89,93.0,79.0,60,4760.61,17.34,82549.05,111,381.62,25.1,8.8,Wala,Wala
Sci039,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-05-23,2019-09-12,NSIC Rc216,1.36,92.0,70.0,60,4210.02,17.34,73001.72,112,278.0,28.3,9.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci040,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-08,2019-09-30,NSIC Rc222,3.34,96.0,77.0,60,4623.2,17.34,80166.32,114,372.06,25.1,8.6,Wala,Wala
Sci041,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-06-16,2019-10-03,NSIC Rc222,1.99,75.0,69.0,60,4146.89,17.34,71907.15,109,358.16,28.0,8.5,Wala,Wala
Sci042,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-23,2019-10-02,PSB Rc82,4.2,96.0,81.0,60,4858.98,17.34,84254.67,101,250.92,28.9,8.2,Wala,Wala
Sci043,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-05-15,2019-08-24,PSB Rc82,0.72,71.0,64.0,60,3865.86,17.34,67034.03,101,309.95,26.8,7.9,Wala,Wala
Sci044,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-01,2019-08-26,NSIC Rc216,2.44,68.0,59.0,60,3538.79,17.34,61362.59,117,303.49,27.2,8.3,Wala,Wala
Sci045,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-08,2019-08-19,NSIC Rc402,3.23,82.0,65.0,60,3927.23,17.34,68098.14,103,305.68,29.3,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci046,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-06-25,2019-10-17,NSIC Rc216,1.45,71.0,67.0,60,4025.14,17.34,69795.89,114,379.3,25.5,9.2,Wala,Wala
Sci047,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-06,2019-09-17,NSIC Rc222,3.82,86.0,58.0,60,3478.65,17.34,60319.85,103,406.65,24.1,5.7,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci048,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-05-18,2019-09-13,NSIC Rc216,4.92,73.0,62.0,60,3724.41,17.34,64581.33,118,292.41,29.2,8.8,Wala,Wala
Sci049,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-26,2019-10-10,PSB Rc82,4.34,94.0,88.0,60,5271.74,17.34,91411.95,106,314.05,26.8,8.6,Wala,Wala
Sci050,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-05-11,2019-09-02,PSB Rc82,0.61,99.0,81.0,60,4877.26,17.34,84571.65,114,289.59,27.0,9.3,Wala,Wala
Sci051,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-11,2019-08-29,NSIC Rc222,4.14,77.0,63.0,60,3761.63,17.34,65226.68,110,270.53,29.7,9.2,Wala,Wala
Sci052,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-05-17,2019-09-11,NSIC Rc216,1.73,72.0,58.0,60,3471.5,17.34,60195.78,117,317.85,26.6,8.0,Wala,Wala
Sci053,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-05-22,2019-09-02,NSIC Rc216,0.98,93.0,72.0,60,4308.87,17.34,74715.85,103,344.98,28.6,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci054,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-24,2019-10-14,NSIC Rc216,3.86,89.0,69.0,60,4144.37,17.34,71863.44,112,340.64,29.3,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci055,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-06-11,2019-09-26,NSIC Rc222,4.91,79.0,70.0,60,4211.45,17.34,73026.5,107,258.55,26.9,9.0,Wala,Wala
Sci056,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-05-14,2019-08-31,NSIC Rc216,3.64,94.0,70.0,60,4207.14,17.34,72951.82,109,337.36,29.2,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci057,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-05-28,2019-09-11,NSIC Rc216,1.26,71.0,58.0,60,3452.68,17.34,59869.54,106,298.95,28.2,8.7,Wala,Wala
Sci058,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-03,2019-08-26,NSIC Rc222,2.81,87.0,67.0,60,4048.88,17.34,70207.51,115,363.88,26.8,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci059,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-05-02,2019-08-18,NSIC Rc216,2.12,88.0,74.0,60,4457.85,17.34,77299.06,108,327.35,27.6,8.2,Wala,Wala
Sci060,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-27,2019-10-23,NSIC Rc216,2.11,88.0,66.0,60,3939.0,17.34,68302.21,118,289.12,30.2,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci061,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-25,2019-10-11,NSIC Rc222,2.09,79.0,61.0,60,3674.41,17.34,63714.2,108,341.27,29.6,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci062,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-09,2019-08-24,NSIC Rc402,1.8,86.0,82.0,60,4924.12,17.34,85384.21,107,365.27,28.0,8.6,Wala,Wala
Sci063,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-22,2019-10-14,PSB Rc82,2.78,93.0,82.0,60,4934.34,17.34,85561.39,114,334.1,27.4,8.9,Wala,Wala
Sci064,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-05-14,2019-09-05,NSIC Rc222,1.01,76.0,61.0,60,3651.64,17.34,63319.44,114,316.21,27.7,8.6,Wala,Wala
Sci065,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-05-18,2019-09-12,NSIC Rc216,3.08,87.0,77.0,60,4595.38,17.34,79683.93,117,304.85,29.2,8.3,Wala,Wala
Sci066,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-06-18,2019-09-28,NSIC Rc402,1.63,99.0,81.0,60,4879.48,17.34,84610.18,102,259.09,32.2,7.5,Wala,Wala
Sci067,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-12,2019-09-21,PSB Rc82,2.19,69.0,57.0,60,3434.47,17.34,59553.75,101,249.7,25.6,8.1,Wala,Wala
Sci068,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-06-07,2019-09-23,NSIC Rc222,2.85,99.0,93.0,60,5576.51,17.34,96696.66,108,357.91,29.6,8.6,Wala,Wala
Sci069,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-05-16,2019-09-03,NSIC Rc222,2.55,80.0,71.0,60,4274.62,17.34,74121.85,110,331.21,29.3,9.0,Wala,Wala
Sci070,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-03,2019-08-26,NSIC Rc222,3.47,81.0,61.0,60,3631.83,17.34,62975.92,115,299.39,26.2,9.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci071,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-19,2019-10-11,PSB Rc82,1.78,95.0,78.0,60,4673.61,17.34,81040.38,114,303.79,26.6,8.7,Wala,Wala
Sci072,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-19,2019-10-01,NSIC Rc216,2.16,98.0,81.0,60,4849.12,17.34,84083.68,104,348.76,27.7,7.5,Wala,Wala
Sci073,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-26,2019-10-13,NSIC Rc402,2.46,73.0,56.0,60,3351.72,17.34,58118.8,109,258.73,27.4,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci074,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-05-18,2019-09-01,NSIC Rc216,1.61,74.0,63.0,60,3798.43,17.34,65864.84,106,320.65,26.9,8.2,Wala,Wala
Sci075,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-21,2019-10-08,NSIC Rc216,0.88,83.0,72.0,60,4321.19,17.34,74929.51,109,258.89,28.5,8.9,Wala,Wala
Sci076,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-05-25,2019-09-18,PSB Rc82,4.19,76.0,63.0,60,3771.66,17.34,65400.51,116,312.25,27.0,8.1,Wala,Wala
Sci077,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-12,2019-10-08,NSIC Rc222,2.73,68.0,57.0,60,3430.28,17.34,59481.06,118,276.45,28.5,8.8,Wala,Wala
Sci078,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-05-23,2019-09-01,NSIC Rc402,3.14,83.0,71.0,60,4273.68,17.34,74105.65,101,227.6,25.2,8.2,Wala,Wala
Sci079,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-03,2019-09-18,PSB Rc82,2.08,95.0,71.0,60,4280.4,17.34,74222.13,107,264.08,27.6,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci080,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-05-10,2019-08-30,PSB Rc82,3.95,99.0,84.0,60,5037.62,17.34,87352.25,112,315.55,31.0,8.2,Wala,Wala
Sci081,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-05-03,2019-08-13,PSB Rc82,2.25,88.0,69.0,60,4159.69,17.34,72128.99,102,342.88,27.7,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci082,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-25,2019-10-19,PSB Rc82,0.77,98.0,93.0,60,5580.4,17.34,96764.16,116,299.05,26.0,9.2,Wala,Wala
Sci083,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-19,2019-09-01,PSB Rc82,1.87,99.0,86.0,60,5182.71,17.34,89868.26,105,299.07,27.4,8.9,Wala,Wala
Sci084,Science City of Muñoz,Burak,Tag-ulan,2019,2019-05-10,2019-09-04,NSIC Rc402,4.85,89.0,79.0,60,4723.24,17.34,81901.04,117,316.14,26.3,8.3,Wala,Wala
Sci085,Science City of Muñoz,Burak,Tag-ulan,2019,2019-06-08,2019-09-23,NSIC Rc216,2.63,86.0,77.0,60,4627.71,17.34,80244.43,107,325.97,31.1,7.8,Wala,Wala
Sci086,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-24,2019-10-22,PSB Rc82,1.09,75.0,63.0,60,3787.8,17.34,65680.49,120,294.56,28.8,8.7,Wala,Wala
Sci087,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-06-17,2019-10-04,NSIC Rc222,0.84,97.0,93.0,60,5559.48,17.34,96401.4,109,334.51,27.2,8.6,Wala,Wala
Sci088,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-06-08,2019-09-23,NSIC Rc216,1.38,73.0,68.0,60,4057.07,17.34,70349.54,107,311.2,28.0,8.5,Wala,Wala
Sci089,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,2019-06-10,2019-10-04,NSIC Rc222,4.36,82.0,70.0,60,4183.13,17.34,72535.53,116,304.88,26.5,8.2,Wala,Wala
Sci090,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-06-19,2019-09-29,PSB Rc82,3.45,67.0,53.0,60,3173.41,17.34,55026.86,102,301.23,29.0,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci091,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-20,2019-10-13,NSIC Rc402,3.66,92.0,86.0,60,5141.56,17.34,89154.6,115,372.56,29.9,9.1,Wala,Wala
Sci092,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,2019-06-12,2019-09-24,PSB Rc82,4.99,80.0,53.0,60,3182.64,17.34,55186.94,104,407.66,26.5,6.3,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci093,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2019-06-18,2019-10-13,NSIC Rc402,4.02,92.0,87.0,60,5239.63,17.34,90855.16,117,343.62,28.4,8.6,Wala,Wala
Sci094,Science City of Muñoz,Banlik,Tag-ulan,2019,2019-06-06,2019-10-01,PSB Rc82,1.65,85.0,57.0,60,3399.0,17.34,58938.6,117,409.49,26.4,6.9,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San000,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-05-23,2019-09-10,NSIC Rc402,1.58,96.0,72.0,60,4292.99,17.34,74440.45,110,258.01,26.8,9.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San001,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-05-07,2019-08-23,NSIC Rc402,4.29,75.0,65.0,60,3893.54,17.34,67514.0,108,193.81,26.9,8.3,Wala,Wala
San002,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-06-10,2019-10-05,NSIC Rc222,4.45,93.0,82.0,60,4947.46,17.34,85788.98,117,262.04,28.3,9.0,Wala,Wala
San003,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-05-18,2019-09-03,NSIC Rc222,2.96,92.0,78.0,60,4688.21,17.34,81293.62,108,317.09,31.8,7.6,Wala,Wala
San004,San Jose,Burak,Tag-ulan,2019,2019-05-01,2019-08-09,PSB Rc82,2.0,72.0,68.0,60,4068.39,17.34,70545.86,100,347.52,26.8,8.0,Wala,Wala
San005,San Jose,Banlik,Tag-ulan,2019,2019-05-21,2019-09-16,NSIC Rc216,3.42,80.0,63.0,60,3787.62,17.34,65677.32,118,255.08,29.0,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San006,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-03,2019-08-19,PSB Rc82,0.92,96.0,82.0,60,4920.02,17.34,85313.19,108,233.99,31.7,8.2,Wala,Wala
San007,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-06-27,2019-10-16,NSIC Rc222,3.7,80.0,65.0,60,3879.81,17.34,67275.86,111,358.97,27.1,8.6,Wala,Wala
San008,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-15,2019-09-09,NSIC Rc222,3.87,71.0,58.0,60,3498.62,17.34,60666.06,117,214.34,30.7,8.1,Wala,Wala
San009,San Jose,Burak,Tag-ulan,2019,2019-06-28,2019-10-07,PSB Rc82,1.17,97.0,81.0,60,4830.59,17.34,83762.41,101,294.27,30.5,7.5,Wala,Wala
San010,San Jose,Banlik,Tag-ulan,2019,2019-06-25,2019-10-23,NSIC Rc222,4.37,90.0,62.0,60,3712.49,17.34,64374.5,120,220.28,26.8,8.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San011,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-06-01,2019-09-21,NSIC Rc222,0.58,85.0,65.0,60,3915.36,17.34,67892.41,112,300.26,28.1,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San012,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-06-23,2019-10-10,NSIC Rc402,2.18,94.0,86.0,60,5184.51,17.34,89899.43,109,277.5,29.2,9.1,Wala,Wala
San013,San Jose,Burak,Tag-ulan,2019,2019-05-08,2019-08-31,NSIC Rc216,0.8,69.0,56.0,60,3355.77,17.34,58189.08,115,246.62,27.7,9.3,Wala,Wala
San014,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-05-12,2019-08-22,PSB Rc82,4.85,68.0,59.0,60,3530.58,17.34,61220.22,102,306.01,29.0,7.6,Wala,Wala
San015,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-05-14,2019-09-08,NSIC Rc222,4.55,72.0,54.0,60,3226.08,17.34,55940.14,117,335.58,25.8,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San016,San Jose,Banlik,Tag-ulan,2019,2019-05-15,2019-09-06,NSIC Rc222,1.97,88.0,83.0,60,4996.23,17.34,86634.55,114,223.29,30.6,9.2,Wala,Wala
San017,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-06-24,2019-10-10,PSB Rc82,2.88,89.0,75.0,60,4526.86,17.34,78495.72,108,316.62,26.5,8.2,Wala,Wala
San018,San Jose,Burak,Tag-ulan,2019,2019-06-15,2019-10-08,NSIC Rc402,3.38,86.0,69.0,60,4136.6,17.34,71728.71,115,377.56,28.2,8.6,Wala,Wala
San019,San Jose,Burak,Tag-ulan,2019,2019-05-18,2019-09-14,NSIC Rc222,1.39,98.0,82.0,60,4929.03,17.34,85469.42,119,358.96,28.1,8.1,Wala,Wala
San020,San Jose,Burak,Tag-ulan,2019,2019-05-09,2019-09-04,NSIC Rc216,3.45,96.0,65.0,60,3907.79,17.34,67761.03,118,403.04,31.5,6.3,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San021,San Jose,Burak,Tag-ulan,2019,2019-06-10,2019-10-03,PSB Rc82,3.96,80.0,77.0,60,4610.39,17.34,79944.14,115,287.55,29.9,9.9,Wala,Wala
San022,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-23,2019-09-18,NSIC Rc222,2.76,75.0,65.0,60,3906.13,17.34,67732.24,118,332.27,30.7,7.7,Wala,Wala
San023,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-06-07,2019-10-02,NSIC Rc402,2.01,71.0,61.0,60,3640.96,17.34,63134.21,117,251.75,29.4,8.8,Wala,Wala
San024,San Jose,Burak,Tag-ulan,2019,2019-06-12,2019-10-01,PSB Rc82,0.72,95.0,82.0,60,4899.24,17.34,84952.78,111,352.92,24.5,8.2,Wala,Wala
San025,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-17,2019-09-13,NSIC Rc216,1.26,87.0,73.0,60,4409.3,17.34,76457.2,119,240.84,23.9,8.2,Wala,Wala
San026,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-06-09,2019-10-06,NSIC Rc222,3.13,83.0,64.0,60,3859.57,17.34,66925.02,119,286.53,29.4,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San027,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-06-18,2019-10-08,PSB Rc82,1.96,92.0,81.0,60,4846.04,17.34,84030.29,112,375.12,28.1,8.9,Wala,Wala
San028,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-06-01,2019-09-12,NSIC Rc402,3.66,82.0,73.0,60,4366.85,17.34,75721.24,103,381.43,25.2,7.7,Wala,Wala
San029,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-15,2019-08-24,NSIC Rc222,4.03,75.0,55.0,60,3280.92,17.34,56891.18,101,214.83,27.9,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San030,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-05-16,2019-08-25,NSIC Rc222,3.02,74.0,62.0,60,3704.22,17.34,64231.1,101,319.2,27.9,7.5,Wala,Wala
San031,San Jose,Burak,Tag-ulan,2019,2019-05-04,2019-08-28,PSB Rc82,2.97,73.0,59.0,60,3530.94,17.34,61226.58,116,196.63,27.8,8.0,Wala,Wala
San032,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-19,2019-09-15,NSIC Rc402,1.95,83.0,69.0,60,4128.07,17.34,71580.75,119,234.78,29.3,8.7,Wala,Wala
San033,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-28,2019-09-08,NSIC Rc402,4.72,84.0,63.0,60,3776.6,17.34,65486.29,103,318.33,26.1,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San034,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-05-24,2019-09-08,NSIC Rc222,1.87,95.0,74.0,60,4429.76,17.34,76812.07,107,274.31,25.9,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San035,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-06-06,2019-09-22,PSB Rc82,2.77,93.0,79.0,60,4749.53,17.34,82356.82,108,296.87,29.9,8.8,Wala,Wala
San036,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-15,2019-09-10,PSB Rc82,2.65,88.0,73.0,60,4404.6,17.34,76375.77,118,250.71,29.0,8.7,Wala,Wala
San037,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-06-15,2019-10-12,PSB Rc82,1.63,78.0,73.0,60,4355.1,17.34,75517.42,119,273.49,26.4,9.1,Wala,Wala
San038,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-05-17,2019-09-05,NSIC Rc216,0.83,81.0,73.0,60,4386.04,17.34,76053.97,111,294.65,25.9,9.6,Wala,Wala
San039,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-06-13,2019-10-05,NSIC Rc402,3.54,96.0,81.0,60,4847.61,17.34,84057.63,114,272.32,25.6,9.4,Wala,Wala
San040,San Jose,Banlik,Tag-ulan,2019,2019-06-11,2019-10-04,PSB Rc82,3.24,98.0,77.0,60,4631.48,17.34,80309.81,115,398.24,28.1,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San041,San Jose,Buhanging Lupa,Tag-ulan,2019,2019-05-24,2019-09-01,NSIC Rc216,2.63,73.0,60.0,60,3592.78,17.34,62298.79,100,265.01,28.4,8.1,Wala,Wala
San042,San Jose,Malagkit na Lupa,Tag-ulan,2019,2019-06-17,2019-10-02,NSIC Rc216,4.92,78.0,63.0,60,3766.61,17.34,65312.97,107,294.38,27.6,8.6,Wala,Wala
San043,San Jose,Banlik,Tag-ulan,2019,2019-06-10,2019-10-03,NSIC Rc222,1.53,88.0,70.0,60,4172.29,17.34,72347.43,115,330.71,29.5,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San044,San Jose,Burak,Tag-ulan,2019,2019-05-28,2019-09-12,PSB Rc82,4.81,93.0,73.0,60,4368.25,17.34,75745.53,107,273.47,26.8,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San045,San Jose,Burak,Tag-ulan,2019,2019-05-27,2019-09-16,NSIC Rc216,4.48,76.0,58.0,60,3493.67,17.34,60580.22,112,286.25,23.4,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San046,San Jose,Mabuhanging Burak,Tag-ulan,2019,2019-05-28,2019-09-16,NSIC Rc216,2.17,77.0,60.0,60,3622.4,17.34,62812.4,111,224.24,30.7,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San047,San Jose,Burak,Tag-ulan,2019,2019-05-06,2019-08-30,NSIC Rc222,1.78,89.0,74.0,60,4420.08,17.34,76644.19,116,382.25,27.5,8.1,Wala,Wala
