Petsa,Bayan,Barangay,Sukat_ng_Bukid_Ektarya,Uri_ng_Palay,Petsa_ng_Pagtatanim,Yugto_ng_Palay,Inaasahang_Ani_Tonelada,Totoong_Ani_Tonelada,Sanhi_ng_Pinsala,Porsyento_ng_Pinsala,Pinagkukunan_ng_Tubig,Uri_ng_Lupa,Dami_ng_Abono_Kilo,Gumamit_ng_Pestisidyo,Kondisyon_ng_Panahon,Datos_ng_Bagyo
2021-03-14,Gapan,Bulak,4.74,NSIC Rc160,2020-11-15,Paglaki,4.08,3.67,Wala,10,Tubig-ulan,Buhanging Lupa,161,Oo,"{'dami_ng_ulan_mm': 276, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-23,Gapan,Pambuan,4.84,PSB Rc82,2021-12-15,Paghinog,4.5,4.32,Wala,4,Tubig-ulan,Buhanging Lupa,103,Oo,"{'dami_ng_ulan_mm': 376, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-04-20,Cabanatuan,Embarcadero,0.71,NSIC Rc160,2021-01-18,Paghinog,5.73,5.16,Wala,10,UPRIIS - Distrito 1,Mabuhanging Burak,157,Hindi,"{'dami_ng_ulan_mm': 168, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-16,Zaragoza,Santo Rosario,1.65,NSIC Rc216,2023-01-19,Paglaki,4.49,4.22,Wala,6,UPRIIS - Distrito 2,Burak,159,Oo,"{'dami_ng_ulan_mm': 169, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-07-29,Talavera,Bagong Sikat,4.37,NSIC Rc402,2021-04-24,Paghinog,4.73,4.12,Wala,13,UPRIIS - Distrito 3,Buhanging Lupa,165,Hindi,"{'dami_ng_ulan_mm': 185, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-11-13,Science City of Muñoz,Villa Marina,4.26,NSIC Rc402,2023-08-11,Pamumulaklak,5.08,5.08,Wala,0,Tubig-ulan,Banlik,100,Hindi,"{'dami_ng_ulan_mm': 381, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-10-27,Talavera,Poblacion Sur,1.3,NSIC Rc354,2023-07-05,Pamumulaklak,5.26,5.26,Wala,0,UPRIIS - Distrito 1,Malagkit na Lupa,136,Oo,"{'dami_ng_ulan_mm': 271, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 25, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-05-08,Zaragoza,Santo Rosario,3.87,NSIC Rc354,2022-02-07,Pamumulaklak,4.51,4.37,Wala,3,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,160,Hindi,"{'dami_ng_ulan_mm': 375, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-23,Talavera,Esguerra,5.0,NSIC Rc354,2023-03-16,Pamumulaklak,5.2,3.12,Dodong,40,UPRIIS - Distrito 3,Buhanging Lupa,165,Oo,"{'dami_ng_ulan_mm': 207, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 74}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 44}"
2023-04-14,Cabanatuan,Bantug,1.49,NSIC Rc160,2023-01-10,Paglaki,4.03,3.55,Wala,12,Maliit na Sistema ng Irigasyon,Burak,144,Oo,"{'dami_ng_ulan_mm': 351, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-25,Gapan,San Lorenzo,3.46,NSIC Rc222,2022-08-10,Paghinog,5.59,5.03,Wala,10,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,153,Oo,"{'dami_ng_ulan_mm': 217, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-23,Gapan,San Lorenzo,4.76,NSIC Rc438,2023-05-27,Paglaki,5.15,5.0,Wala,3,Tubig-ulan,Buhanging Lupa,173,Oo,"{'dami_ng_ulan_mm': 207, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-25,San Jose,Palestina,2.74,NSIC Rc216,2021-07-28,Pamumulaklak,4.43,4.12,Wala,7,UPRIIS - Distrito 1,Banlik,134,Oo,"{'dami_ng_ulan_mm': 386, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-25,San Jose,Malasin,4.51,NSIC Rc238,2021-03-24,Paglaki,4.59,0.96,Jolina,79,UPRIIS - Distrito 1,Banlik,107,Oo,"{'dami_ng_ulan_mm': 349, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 69}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 58}"
2022-11-24,Guimba,Naglabrahan,4.92,NSIC Rc238,2022-07-30,Paglaki,5.41,4.92,Wala,9,UPRIIS - Distrito 1,Mabuhanging Burak,158,Hindi,"{'dami_ng_ulan_mm': 314, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-01,Cabanatuan,Capaya,1.05,PSB Rc82,2023-01-01,Pamumulaklak,5.99,5.75,Wala,4,UPRIIS - Distrito 3,Mabuhanging Burak,112,Oo,"{'dami_ng_ulan_mm': 295, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-02-07,Talavera,Bagong Sikat,3.1,NSIC Rc402,2021-11-02,Paghinog,4.93,4.63,Wala,6,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,106,Oo,"{'dami_ng_ulan_mm': 237, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-20,Peñaranda,Sinasajan,1.09,NSIC Rc238,2021-11-29,Paghinog,5.99,5.51,Wala,8,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,132,Oo,"{'dami_ng_ulan_mm': 135, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-15,Guimba,Macamias,2.01,NSIC Rc238,2023-01-05,Paghinog,4.4,3.87,Wala,12,UPRIIS - Distrito 3,Buhanging Lupa,112,Oo,"{'dami_ng_ulan_mm': 363, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-05-14,Guimba,Macamias,3.11,NSIC Rc160,2022-02-10,Paghinog,4.01,3.73,Wala,7,UPRIIS - Distrito 4,Malagkit na Lupa,141,Oo,"{'dami_ng_ulan_mm': 296, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-01-26,Aliaga,La Purisima,0.97,NSIC Rc402,2020-10-09,Paglaki,5.88,5.82,Wala,1,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,164,Oo,"{'dami_ng_ulan_mm': 129, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-11-13,Santa Rosa,Cojuangco,2.5,NSIC Rc438,2023-07-26,Pamumulaklak,4.64,4.5,Wala,3,UPRIIS - Distrito 4,Mabuhanging Burak,149,Oo,"{'dami_ng_ulan_mm': 254, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-12-20,Cabanatuan,Aduas,3.09,NSIC Rc222,2021-08-31,Pamumulaklak,5.92,5.03,Wala,15,UPRIIS - Distrito 4,Malagkit na Lupa,121,Hindi,"{'dami_ng_ulan_mm': 350, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-09-06,Santa Rosa,Cojuangco,1.79,NSIC Rc222,2021-05-22,Paglaki,4.38,3.81,Wala,13,Tubig-ulan,Mabuhanging Burak,173,Hindi,"{'dami_ng_ulan_mm': 202, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-18,Gapan,Pambuan,0.94,NSIC Rc354,2023-05-23,Pamumulaklak,4.05,4.01,Wala,1,Tubig-ulan,Burak,169,Oo,"{'dami_ng_ulan_mm': 305, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-09-04,Guimba,Manggang Marikit,1.03,NSIC Rc354,2021-06-05,Paghinog,4.06,1.34,Kiko,67,UPRIIS - Distrito 3,Malagkit na Lupa,173,Oo,"{'dami_ng_ulan_mm': 167, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 78}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 59}"
2022-12-23,Science City of Muñoz,Magtanggol,1.13,NSIC Rc402,2022-09-21,Paglaki,5.63,5.52,Wala,2,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,111,Hindi,"{'dami_ng_ulan_mm': 349, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-17,Talavera,Bagong Sikat,3.23,NSIC Rc216,2022-04-17,Paglaki,5.69,1.31,Henry,77,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,104,Hindi,"{'dami_ng_ulan_mm': 173, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 80}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 28}"
2021-06-20,Science City of Muñoz,Magtanggol,4.6,PSB Rc82,2021-02-20,Pamumulaklak,5.04,3.28,Jolina,35,Maliit na Sistema ng Irigasyon,Banlik,151,Oo,"{'dami_ng_ulan_mm': 319, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 83}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 26}"
2022-07-18,Aliaga,Bibiclat,4.4,NSIC Rc222,2022-03-23,Paghinog,4.43,2.75,Henry,38,Maliit na Sistema ng Irigasyon,Banlik,105,Oo,"{'dami_ng_ulan_mm': 351, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 42}"
2023-04-24,Cabanatuan,Embarcadero,0.93,PSB Rc82,2023-01-18,Paglaki,5.36,5.25,Wala,2,Maliit na Sistema ng Irigasyon,Buhanging Lupa,103,Hindi,"{'dami_ng_ulan_mm': 107, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 69}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-08-25,Aliaga,Bibiclat,1.91,NSIC Rc160,2022-05-17,Pamumulaklak,4.52,0.95,Inday,79,UPRIIS - Distrito 1,Malagkit na Lupa,119,Hindi,"{'dami_ng_ulan_mm': 389, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 79}","{'pangalan': 'Inday', 'lakas_ng_hangin': 130, 'ulan': 450, 'tagal': 33}"
2022-10-22,Guimba,San Bernardino,3.5,PSB Rc82,2022-06-26,Pamumulaklak,4.48,3.81,Wala,15,UPRIIS - Distrito 1,Malagkit na Lupa,102,Oo,"{'dami_ng_ulan_mm': 237, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-05-04,Aliaga,Bibiclat,1.82,PSB Rc82,2022-01-21,Pamumulaklak,4.91,4.81,Wala,2,UPRIIS - Distrito 4,Burak,169,Oo,"{'dami_ng_ulan_mm': 113, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-02-14,Science City of Muñoz,Rizal,1.17,PSB Rc82,2022-10-26,Paglaki,4.47,4.34,Wala,3,Tubig-ulan,Burak,116,Hindi,"{'dami_ng_ulan_mm': 296, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-19,Talavera,Poblacion Sur,1.02,NSIC Rc222,2023-04-02,Paghinog,5.08,2.03,Egay,60,Tubig-ulan,Mabuhanging Burak,156,Oo,"{'dami_ng_ulan_mm': 378, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 83}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 71}"
2023-01-08,Science City of Muñoz,Magtanggol,4.53,NSIC Rc354,2022-09-18,Pamumulaklak,4.42,4.24,Wala,4,UPRIIS - Distrito 1,Burak,163,Oo,"{'dami_ng_ulan_mm': 330, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-11-23,Santa Rosa,San Josef,1.23,NSIC Rc238,2023-08-13,Paglaki,5.11,4.91,Wala,4,Maliit na Sistema ng Irigasyon,Banlik,166,Oo,"{'dami_ng_ulan_mm': 146, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-01-31,Aliaga,Bibiclat,2.93,PSB Rc82,2020-10-13,Pamumulaklak,5.8,5.05,Wala,13,UPRIIS - Distrito 2,Malagkit na Lupa,145,Oo,"{'dami_ng_ulan_mm': 198, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-17,San Jose,Tondod,2.75,NSIC Rc438,2022-04-10,Paghinog,4.29,2.32,Henry,46,UPRIIS - Distrito 1,Malagkit na Lupa,124,Hindi,"{'dami_ng_ulan_mm': 136, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 77}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 61}"
2022-03-05,Guimba,Cabaruan,2.51,NSIC Rc222,2021-11-18,Paghinog,5.56,4.78,Wala,14,UPRIIS - Distrito 4,Malagkit na Lupa,136,Oo,"{'dami_ng_ulan_mm': 191, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-10-04,Gapan,Bulak,4.27,NSIC Rc160,2023-06-17,Paghinog,4.28,3.64,Wala,15,UPRIIS - Distrito 3,Burak,141,Oo,"{'dami_ng_ulan_mm': 346, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-27,Aliaga,Bucot,1.83,NSIC Rc160,2021-07-03,Paglaki,4.79,4.6,Wala,4,Tubig-ulan,Buhanging Lupa,106,Oo,"{'dami_ng_ulan_mm': 344, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-25,Peñaranda,Poblacion,4.46,PSB Rc82,2021-10-21,Paglaki,5.71,5.6,Wala,2,UPRIIS - Distrito 3,Buhanging Lupa,102,Oo,"{'dami_ng_ulan_mm': 251, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-12-13,Gapan,Makabaclay,2.23,NSIC Rc238,2022-08-22,Paglaki,4.69,3.99,Wala,15,UPRIIS - Distrito 1,Banlik,101,Oo,"{'dami_ng_ulan_mm': 319, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-17,Aliaga,Magsaysay,3.27,NSIC Rc222,2020-12-16,Pamumulaklak,4.36,3.88,Wala,11,Maliit na Sistema ng Irigasyon,Banlik,120,Oo,"{'dami_ng_ulan_mm': 193, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-10,Peñaranda,Santo Tomas,1.56,NSIC Rc222,2023-05-30,Pamumulaklak,4.01,3.69,Wala,8,Tubig-ulan,Mabuhanging Burak,118,Hindi,"{'dami_ng_ulan_mm': 254, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-06-29,Gapan,Bulak,4.21,NSIC Rc402,2022-03-03,Paglaki,5.47,1.2,Florita,78,Maliit na Sistema ng Irigasyon,Banlik,150,Oo,"{'dami_ng_ulan_mm': 128, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 80}","{'pangalan': 'Florita', 'lakas_ng_hangin': 85, 'ulan': 200, 'tagal': 38}"
2022-07-15,Gapan,Pambuan,2.02,PSB Rc82,2022-04-13,Paglaki,5.47,0.44,Henry,92,UPRIIS - Distrito 1,Malagkit na Lupa,120,Oo,"{'dami_ng_ulan_mm': 194, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 65}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 52}"
2021-07-16,Peñaranda,Sinasajan,4.98,NSIC Rc402,2021-04-04,Paglaki,4.46,4.46,Wala,0,Tubig-ulan,Malagkit na Lupa,150,Oo,"{'dami_ng_ulan_mm': 102, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 69}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-04,Peñaranda,Santo Tomas,3.06,NSIC Rc222,2021-07-17,Pamumulaklak,5.6,5.49,Wala,2,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,150,Oo,"{'dami_ng_ulan_mm': 269, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-23,Guimba,San Bernardino,2.39,NSIC Rc216,2020-10-27,Paglaki,4.41,3.79,Wala,14,Tubig-ulan,Burak,132,Oo,"{'dami_ng_ulan_mm': 258, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-02-19,Guimba,Naglabrahan,2.28,NSIC Rc222,2022-10-26,Pamumulaklak,4.73,4.54,Wala,4,UPRIIS - Distrito 2,Banlik,118,Hindi,"{'dami_ng_ulan_mm': 325, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-01-31,San Jose,Santo Niño,1.7,NSIC Rc222,2022-10-12,Paghinog,4.01,3.49,Wala,13,UPRIIS - Distrito 4,Malagkit na Lupa,163,Oo,"{'dami_ng_ulan_mm': 396, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-02,Aliaga,La Purisima,2.04,PSB Rc82,2020-10-18,Pamumulaklak,4.18,4.05,Wala,3,UPRIIS - Distrito 2,Burak,137,Hindi,"{'dami_ng_ulan_mm': 314, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-13,Science City of Muñoz,Villa Marina,3.7,NSIC Rc222,2021-12-04,Paglaki,4.27,3.67,Wala,14,Tubig-ulan,Buhanging Lupa,111,Hindi,"{'dami_ng_ulan_mm': 105, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-02-26,Talavera,Maestrang Kikay,3.95,NSIC Rc438,2021-11-04,Pamumulaklak,5.67,4.88,Wala,14,UPRIIS - Distrito 2,Banlik,123,Oo,"{'dami_ng_ulan_mm': 282, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-06-05,Peñaranda,Sinasajan,2.88,NSIC Rc160,2022-03-04,Paglaki,5.86,5.39,Wala,8,UPRIIS - Distrito 3,Mabuhanging Burak,115,Oo,"{'dami_ng_ulan_mm': 207, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-11-22,Zaragoza,Mayo,2.64,NSIC Rc238,2023-08-02,Pamumulaklak,5.41,5.19,Wala,4,UPRIIS - Distrito 1,Malagkit na Lupa,141,Hindi,"{'dami_ng_ulan_mm': 116, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-11,Santa Rosa,San Josef,4.53,NSIC Rc216,2022-11-30,Pamumulaklak,4.43,4.21,Wala,5,UPRIIS - Distrito 4,Buhanging Lupa,114,Oo,"{'dami_ng_ulan_mm': 185, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-01,Zaragoza,Santa Cruz,1.12,NSIC Rc238,2020-11-21,Pamumulaklak,5.84,5.14,Wala,12,UPRIIS - Distrito 1,Mabuhanging Burak,179,Hindi,"{'dami_ng_ulan_mm': 175, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-05,Guimba,Cabaruan,4.22,NSIC Rc160,2023-03-08,Paghinog,4.88,3.03,Dodong,38,UPRIIS - Distrito 2,Buhanging Lupa,153,Hindi,"{'dami_ng_ulan_mm': 325, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 80}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 31}"
2023-11-25,Gapan,Pambuan,1.3,NSIC Rc216,2023-08-09,Pamumulaklak,5.71,5.14,Wala,10,UPRIIS - Distrito 1,Mabuhanging Burak,100,Hindi,"{'dami_ng_ulan_mm': 387, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-17,Gapan,Makabaclay,2.16,NSIC Rc354,2020-11-10,Paghinog,5.08,4.93,Wala,3,UPRIIS - Distrito 1,Banlik,136,Hindi,"{'dami_ng_ulan_mm': 111, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-03,Gapan,Bulak,2.31,NSIC Rc238,2022-12-02,Pamumulaklak,5.73,5.5,Wala,4,UPRIIS - Distrito 4,Banlik,175,Hindi,"{'dami_ng_ulan_mm': 229, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-19,Talavera,Maestrang Kikay,1.94,NSIC Rc238,2022-03-28,Paghinog,4.6,0.83,Henry,82,Tubig-ulan,Buhanging Lupa,155,Hindi,"{'dami_ng_ulan_mm': 336, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 69}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 24}"
2023-12-17,Guimba,San Bernardino,2.47,NSIC Rc160,2023-09-05,Paghinog,5.6,4.98,Wala,11,UPRIIS - Distrito 3,Buhanging Lupa,125,Hindi,"{'dami_ng_ulan_mm': 119, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 80}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-05-06,Peñaranda,Sinasajan,1.73,NSIC Rc222,2021-01-24,Paglaki,4.96,4.76,Wala,4,UPRIIS - Distrito 3,Malagkit na Lupa,167,Hindi,"{'dami_ng_ulan_mm': 127, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 69}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-24,Peñaranda,Poblacion,2.73,NSIC Rc160,2022-07-05,Paglaki,4.3,4.26,Wala,1,Tubig-ulan,Mabuhanging Burak,179,Oo,"{'dami_ng_ulan_mm': 242, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
