ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon,Total_Inaasahang_Kilo,Aktwal_Nabentang_Kilo,Total_Inaasahang_Kita,Aktwal_Nabentang_Kita,Planting_Month,Planting_Day,Reaping_Month,Reaping_Day,Planting_Typhoon_Risk,Reaping_Typhoon_Risk,Typhoon_Risk,Uri_ng_Palay_Freq,Bayan_Freq,Uri_ng_Lupa_Freq
Cab089,Cabanatuan,Buhanging Lupa,Tag-ulan,2019,24/5/2019,1/9/2019,NSIC Rc402,4.85,407.4,62,60,3691.33,17.34,64007.69,100,286.77,33.4,7.9,Wala,Wala,24444,3720,7064.316,1075.08,5,24,9,1,0,1,1,994,852,1539
Cab090,Cabanatuan,Mabuhanging Burak,Tag-ulan,2019,25/5/2019,19/9/2019,NSIC Rc216,4.67,392.28,90,60,5370.71,17.34,93128.19,117,331.28,26.3,8.5,Wala,Wala,23536.8,5400,6802.1352,1560.6,5,25,9,19,0,1,1,957,852,1500
Cab091,Cabanatuan,Buhanging Lupa,Tag-ulan,2019,20/5/2019,16/9/2019,NSIC Rc402,0.5,42,70,60,4183.99,17.34,72550.42,119,246.46,29,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,2520,4200,728.28,1213.8,5,20,9,16,0,1,1,994,852,1539
Cab092,Cabanatuan,Burak,Tag-ulan,2019,18/6/2019,2/10/2019,NSIC Rc216,4.85,407.4,64,60,3869.85,17.34,67103.17,106,288.83,29.4,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24444,3840,7064.316,1109.76,6,18,10,2,1,1,1,957,852,1548
Cab093,Cabanatuan,Banlik,Tag-ulan,2019,26/5/2019,15/9/2019,NSIC Rc402,2.42,203.28,65,60,3879.14,17.34,67264.36,112,323.66,27.9,9,Wala,Wala,12196.8,3900,3524.8752,1127.1,5,26,9,15,0,1,1,994,852,1501
Cab094,Cabanatuan,Burak,Tag-ulan,2019,4/5/2019,1/9/2019,NSIC Rc222,1.37,115.08,80,60,4818.79,17.34,83557.76,120,257.66,25,8,Wala,Wala,6904.8,4800,1995.4872,1387.2,5,4,9,1,0,1,1,952,852,1548
Sci000,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,3/6/2019,20/9/2019,NSIC Rc216,4.17,350.28,75,60,4480.71,17.34,77695.46,109,277.67,29.7,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,21016.8,4500,6073.8552,1300.5,6,3,9,20,1,1,1,957,705,1511
Sci001,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,11/6/2019,5/10/2019,NSIC Rc222,0.75,63,63,60,3796.64,17.34,65833.75,116,310.7,25.5,8.4,Wala,Wala,3780,3780,1092.42,1092.42,6,11,10,5,1,1,1,952,705,1500
Sci002,Science City of Muñoz,Burak,Tag-ulan,2019,9/5/2019,2/9/2019,NSIC Rc216,1.8,151.2,66,60,3949.27,17.34,68480.32,116,308.66,28.8,8.2,Wala,Wala,9072,3960,2621.808,1144.44,5,9,9,2,0,1,1,957,705,1548
Sci003,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,24/6/2019,5/10/2019,PSB Rc82,1.41,118.44,63,60,3768.66,17.34,65348.59,103,255.81,28.3,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7106.4,3780,2053.7496,1092.42,6,24,10,5,1,1,1,948,705,1539
Sci004,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,8/6/2019,28/9/2019,NSIC Rc402,4.41,370.44,79,60,4738.79,17.34,82170.54,112,302.91,25.7,8.7,Wala,Wala,22226.4,4740,6423.4296,1369.86,6,8,9,28,1,1,1,994,705,1500
Sci005,Science City of Muñoz,Burak,Tag-ulan,2019,26/6/2019,15/10/2019,PSB Rc82,1.17,98.28,82,60,4908.46,17.34,85112.62,111,317.89,29.1,9.2,Wala,Wala,5896.8,4920,1704.1752,1421.88,6,26,10,15,1,1,1,948,705,1548
Sci006,Science City of Muñoz,Burak,Tag-ulan,2019,6/5/2019,24/8/2019,PSB Rc82,0.8,67.2,86,60,5166.64,17.34,89589.54,110,354.15,30.1,8.3,Wala,Wala,4032,5160,1165.248,1491.24,5,6,8,24,0,1,1,948,705,1548
Sci007,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,6/6/2019,26/9/2019,NSIC Rc216,4.92,413.28,64,60,3842.58,17.34,66630.29,112,231.12,26.1,9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24796.8,3840,7166.2752,1109.76,6,6,9,26,1,1,1,957,705,1511
Sci008,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,28/6/2019,21/10/2019,PSB Rc82,2.62,220.08,68,60,4088.49,17.34,70894.49,115,325.75,29,8.7,Wala,Wala,13204.8,4080,3816.1872,1179.12,6,28,10,21,1,1,1,948,705,1511
Sci009,Science City of Muñoz,Burak,Tag-ulan,2019,4/6/2019,26/9/2019,NSIC Rc216,2.82,236.88,60,60,3596.37,17.34,62361.05,114,325.75,35.7,6.8,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14212.8,3600,4107.4992,1040.4,6,4,9,26,1,1,1,957,705,1548
Sci010,Science City of Muñoz,Burak,Tag-ulan,2019,9/6/2019,21/9/2019,NSIC Rc402,0.63,52.92,93,60,5607.82,17.34,97239.55,104,328.54,30.3,7.3,Wala,Wala,3175.2,5580,917.6328,1612.62,6,9,9,21,1,1,1,994,705,1548
Sci011,Science City of Muñoz,Burak,Tag-ulan,2019,17/6/2019,29/9/2019,NSIC Rc402,4.49,377.16,59,60,3529.21,17.34,61196.43,104,347.7,29.3,7.6,Wala,Wala,22629.6,3540,6539.9544,1023.06,6,17,9,29,1,1,1,994,705,1548
Sci012,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,1/6/2019,13/9/2019,NSIC Rc402,3.96,332.64,53,60,3189.1,17.34,55299.02,104,284.24,29.5,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19958.4,3180,5767.9776,919.02,6,1,9,13,1,1,1,994,705,1539
Sci013,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,21/5/2019,10/9/2019,NSIC Rc216,1.4,117.6,52,60,3096.25,17.34,53689.02,112,261.36,27.5,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7056,3120,2039.184,901.68,5,21,9,10,0,1,1,957,705,1539
Sci014,Science City of Muñoz,Burak,Tag-ulan,2019,21/6/2019,18/10/2019,PSB Rc82,2.19,183.96,65,60,3890.26,17.34,67457.06,119,275.73,28.2,9,Wala,Wala,11037.6,3900,3189.8664,1127.1,6,21,10,18,1,1,1,948,705,1548
Sci015,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,25/6/2019,14/10/2019,PSB Rc82,3.71,311.64,59,60,3548.02,17.34,61522.61,111,415.73,24.3,6.8,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18698.4,3540,5403.8376,1023.06,6,25,10,14,1,1,1,948,705,1539
Sci016,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,1/6/2019,23/9/2019,PSB Rc82,3.28,275.52,54,60,3248.84,17.34,56334.94,114,334.31,24.8,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16531.2,3240,4777.5168,936.36,6,1,9,23,1,1,1,948,705,1511
Sci017,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,2/6/2019,17/9/2019,NSIC Rc222,0.53,44.52,61,60,3662.35,17.34,63505.12,107,276.4,30.2,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,2671.2,3660,771.9768,1057.74,6,2,9,17,1,1,1,952,705,1511
Sci018,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,6/6/2019,3/10/2019,NSIC Rc216,4.56,383.04,68,60,4105.78,17.34,71194.26,119,303.21,25.8,8.1,Wala,Wala,22982.4,4080,6641.9136,1179.12,6,6,10,3,1,1,1,957,705,1511
Sci019,Science City of Muñoz,Burak,Tag-ulan,2019,28/6/2019,24/10/2019,NSIC Rc216,3.23,271.32,54,60,3265.58,17.34,56625.2,118,264.23,29.4,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16279.2,3240,4704.6888,936.36,6,28,10,24,1,1,1,957,705,1548
Sci020,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,20/6/2019,29/9/2019,PSB Rc82,4.96,416.64,82,60,4923.12,17.34,85366.96,101,263.48,28.4,8.1,Wala,Wala,24998.4,4920,7224.5376,1421.88,6,20,9,29,1,1,1,948,705,1511
Sci021,Science City of Muñoz,Burak,Tag-ulan,2019,11/5/2019,23/8/2019,NSIC Rc222,4.61,387.24,62,60,3711.21,17.34,64352.38,104,302.28,26.7,7.5,Wala,Wala,23234.4,3720,6714.7416,1075.08,5,11,8,23,0,1,1,952,705,1548
Sci022,Science City of Muñoz,Burak,Tag-ulan,2019,16/5/2019,30/8/2019,NSIC Rc402,3.11,261.24,57,60,3414.56,17.34,59208.48,106,407.2,29.3,6.9,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15674.4,3420,4529.9016,988.38,5,16,8,30,0,1,1,994,705,1548
Sci023,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,1/6/2019,15/9/2019,PSB Rc82,3.26,273.84,85,60,5114.9,17.34,88692.44,106,198.74,28.4,8.5,Wala,Wala,16430.4,5100,4748.3856,1473.9,6,1,9,15,1,1,1,948,705,1511
Sci024,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,27/6/2019,9/10/2019,NSIC Rc222,2.21,185.64,66,60,3949.48,17.34,68484,104,266.91,29.7,8.2,Wala,Wala,11138.4,3960,3218.9976,1144.44,6,27,10,9,1,1,1,952,705,1511
Sci025,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,5/6/2019,1/10/2019,PSB Rc82,2.13,178.92,61,60,3684.22,17.34,63884.34,118,260.37,27.8,8.7,Wala,Wala,10735.2,3660,3102.4728,1057.74,6,5,10,1,1,1,1,948,705,1539
Sci026,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,20/6/2019,8/10/2019,PSB Rc82,4.53,380.52,86,60,5153.42,17.34,89360.36,110,325.25,29.7,8.9,Wala,Wala,22831.2,5160,6598.2168,1491.24,6,20,10,8,1,1,1,948,705,1539
Sci027,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,9/6/2019,27/9/2019,NSIC Rc216,4.3,361.2,67,60,3992.5,17.34,69229.88,110,239.99,27.3,9.4,Wala,Wala,21672,4020,6263.208,1161.78,6,9,9,27,1,1,1,957,705,1539
Sci028,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,8/6/2019,23/9/2019,PSB Rc82,2.12,178.08,57,60,3418.68,17.34,59279.86,107,276.25,26.7,8.7,Wala,Wala,10684.8,3420,3087.9072,988.38,6,8,9,23,1,1,1,948,705,1539
Sci029,Science City of Muñoz,Burak,Tag-ulan,2019,20/6/2019,8/10/2019,NSIC Rc222,3.16,265.44,76,60,4578.87,17.34,79397.55,110,388.27,28.8,8.8,Wala,Wala,15926.4,4560,4602.7296,1317.84,6,20,10,8,1,1,1,952,705,1548
Sci030,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,4/6/2019,24/9/2019,PSB Rc82,3.47,291.48,66,60,3968.38,17.34,68811.63,112,236.96,29.8,9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17488.8,3960,5054.2632,1144.44,6,4,9,24,1,1,1,948,705,1500
Sci031,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,10/6/2019,8/10/2019,PSB Rc82,0.68,57.12,45,60,2675.51,17.34,46393.39,120,406.11,30.1,6.1,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3427.2,2700,990.4608,780.3,6,10,10,8,1,1,1,948,705,1511
Sci032,Science City of Muñoz,Burak,Tag-ulan,2019,10/5/2019,30/8/2019,PSB Rc82,1.37,115.08,82,60,4947.59,17.34,85791.14,112,224.03,27,9.6,Wala,Wala,6904.8,4920,1995.4872,1421.88,5,10,8,30,0,1,1,948,705,1548
Sci033,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,28/6/2019,9/10/2019,PSB Rc82,3.66,307.44,65,60,3870.87,17.34,67120.91,103,363.35,26.6,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18446.4,3900,5331.0096,1127.1,6,28,10,9,1,1,1,948,705,1539
Sci034,Science City of Muñoz,Banlik,Tag-ulan,2019,9/5/2019,31/8/2019,NSIC Rc402,3.03,254.52,74,60,4459.03,17.34,77319.58,114,322.19,29.5,9.1,Wala,Wala,15271.2,4440,4413.3768,1283.16,5,9,8,31,0,1,1,994,705,1501
Sci035,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,19/5/2019,28/8/2019,NSIC Rc222,2.29,192.36,57,60,3412.14,17.34,59166.47,101,253.65,27.9,8.2,Wala,Wala,11541.6,3420,3335.5224,988.38,5,19,8,28,0,1,1,952,705,1511
Sci036,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,27/6/2019,21/10/2019,NSIC Rc216,4.73,397.32,65,60,3872.11,17.34,67142.45,116,137.94,26,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,23839.2,3900,6889.5288,1127.1,6,27,10,21,1,1,1,957,705,1511
Sci037,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,11/6/2019,7/10/2019,NSIC Rc216,2.92,245.28,72,60,4319.31,17.34,74896.77,118,287.37,25.5,8.9,Wala,Wala,14716.8,4320,4253.1552,1248.48,6,11,10,7,1,1,1,957,705,1500
Sci038,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,6/5/2019,25/8/2019,NSIC Rc402,2.89,242.76,79,60,4760.61,17.34,82549.05,111,381.62,25.1,8.8,Wala,Wala,14565.6,4740,4209.4584,1369.86,5,6,8,25,0,1,1,994,705,1539
Sci039,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,23/5/2019,12/9/2019,NSIC Rc216,1.36,114.24,70,60,4210.02,17.34,73001.72,112,278,28.3,9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6854.4,4200,1980.9216,1213.8,5,23,9,12,0,1,1,957,705,1511
Sci040,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,8/6/2019,30/9/2019,NSIC Rc222,3.34,280.56,77,60,4623.2,17.34,80166.32,114,372.06,25.1,8.6,Wala,Wala,16833.6,4620,4864.9104,1335.18,6,8,9,30,1,1,1,952,705,1511
Sci041,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,16/6/2019,3/10/2019,NSIC Rc222,1.99,167.16,69,60,4146.89,17.34,71907.15,109,358.16,28,8.5,Wala,Wala,10029.6,4140,2898.5544,1196.46,6,16,10,3,1,1,1,952,705,1500
Sci042,Science City of Muñoz,Burak,Tag-ulan,2019,23/6/2019,2/10/2019,PSB Rc82,4.2,352.8,81,60,4858.98,17.34,84254.67,101,250.92,28.9,8.2,Wala,Wala,21168,4860,6117.552,1404.54,6,23,10,2,1,1,1,948,705,1548
Sci043,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,15/5/2019,24/8/2019,PSB Rc82,0.72,60.48,64,60,3865.86,17.34,67034.03,101,309.95,26.8,7.9,Wala,Wala,3628.8,3840,1048.7232,1109.76,5,15,8,24,0,1,1,948,705,1539
Sci044,Science City of Muñoz,Burak,Tag-ulan,2019,1/5/2019,26/8/2019,NSIC Rc216,2.44,204.96,59,60,3538.79,17.34,61362.59,117,303.49,27.2,8.3,Wala,Wala,12297.6,3540,3554.0064,1023.06,5,1,8,26,0,1,1,957,705,1548
Sci045,Science City of Muñoz,Burak,Tag-ulan,2019,8/5/2019,19/8/2019,NSIC Rc402,3.23,271.32,65,60,3927.23,17.34,68098.14,103,305.68,29.3,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16279.2,3900,4704.6888,1127.1,5,8,8,19,0,1,1,994,705,1548
Sci046,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,25/6/2019,17/10/2019,NSIC Rc216,1.45,121.8,67,60,4025.14,17.34,69795.89,114,379.3,25.5,9.2,Wala,Wala,7308,4020,2112.012,1161.78,6,25,10,17,1,1,1,957,705,1500
Sci047,Science City of Muñoz,Burak,Tag-ulan,2019,6/6/2019,17/9/2019,NSIC Rc222,3.82,320.88,58,60,3478.65,17.34,60319.85,103,406.65,24.1,5.7,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19252.8,3480,5564.0592,1005.72,6,6,9,17,1,1,1,952,705,1548
Sci048,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,18/5/2019,13/9/2019,NSIC Rc216,4.92,413.28,62,60,3724.41,17.34,64581.33,118,292.41,29.2,8.8,Wala,Wala,24796.8,3720,7166.2752,1075.08,5,18,9,13,0,1,1,957,705,1500
Sci049,Science City of Muñoz,Burak,Tag-ulan,2019,26/6/2019,10/10/2019,PSB Rc82,4.34,364.56,88,60,5271.74,17.34,91411.95,106,314.05,26.8,8.6,Wala,Wala,21873.6,5280,6321.4704,1525.92,6,26,10,10,1,1,1,948,705,1548
Sci050,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,11/5/2019,2/9/2019,PSB Rc82,0.61,51.24,81,60,4877.26,17.34,84571.65,114,289.59,27,9.3,Wala,Wala,3074.4,4860,888.5016,1404.54,5,11,9,2,0,1,1,948,705,1500
Sci051,Science City of Muñoz,Burak,Tag-ulan,2019,11/5/2019,29/8/2019,NSIC Rc222,4.14,347.76,63,60,3761.63,17.34,65226.68,110,270.53,29.7,9.2,Wala,Wala,20865.6,3780,6030.1584,1092.42,5,11,8,29,0,1,1,952,705,1548
Sci052,Science City of Muñoz,Banlik,Tag-ulan,2019,17/5/2019,11/9/2019,NSIC Rc216,1.73,145.32,58,60,3471.5,17.34,60195.78,117,317.85,26.6,8,Wala,Wala,8719.2,3480,2519.8488,1005.72,5,17,9,11,0,1,1,957,705,1501
Sci053,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,22/5/2019,2/9/2019,NSIC Rc216,0.98,82.32,72,60,4308.87,17.34,74715.85,103,344.98,28.6,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4939.2,4320,1427.4288,1248.48,5,22,9,2,0,1,1,957,705,1539
Sci054,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,24/6/2019,14/10/2019,NSIC Rc216,3.86,324.24,69,60,4144.37,17.34,71863.44,112,340.64,29.3,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19454.4,4140,5622.3216,1196.46,6,24,10,14,1,1,1,957,705,1511
Sci055,Science City of Muñoz,Banlik,Tag-ulan,2019,11/6/2019,26/9/2019,NSIC Rc222,4.91,412.44,70,60,4211.45,17.34,73026.5,107,258.55,26.9,9,Wala,Wala,24746.4,4200,7151.7096,1213.8,6,11,9,26,1,1,1,952,705,1501
Sci056,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,14/5/2019,31/8/2019,NSIC Rc216,3.64,305.76,70,60,4207.14,17.34,72951.82,109,337.36,29.2,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18345.6,4200,5301.8784,1213.8,5,14,8,31,0,1,1,957,705,1539
Sci057,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,28/5/2019,11/9/2019,NSIC Rc216,1.26,105.84,58,60,3452.68,17.34,59869.54,106,298.95,28.2,8.7,Wala,Wala,6350.4,3480,1835.2656,1005.72,5,28,9,11,0,1,1,957,705,1511
Sci058,Science City of Muñoz,Burak,Tag-ulan,2019,3/5/2019,26/8/2019,NSIC Rc222,2.81,236.04,67,60,4048.88,17.34,70207.51,115,363.88,26.8,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14162.4,4020,4092.9336,1161.78,5,3,8,26,0,1,1,952,705,1548
Sci059,Science City of Muñoz,Banlik,Tag-ulan,2019,2/5/2019,18/8/2019,NSIC Rc216,2.12,178.08,74,60,4457.85,17.34,77299.06,108,327.35,27.6,8.2,Wala,Wala,10684.8,4440,3087.9072,1283.16,5,2,8,18,0,1,1,957,705,1501
Sci060,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,27/6/2019,23/10/2019,NSIC Rc216,2.11,177.24,66,60,3939,17.34,68302.21,118,289.12,30.2,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10634.4,3960,3073.3416,1144.44,6,27,10,23,1,1,1,957,705,1511
Sci061,Science City of Muñoz,Burak,Tag-ulan,2019,25/6/2019,11/10/2019,NSIC Rc222,2.09,175.56,61,60,3674.41,17.34,63714.2,108,341.27,29.6,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10533.6,3660,3044.2104,1057.74,6,25,10,11,1,1,1,952,705,1548
Sci062,Science City of Muñoz,Burak,Tag-ulan,2019,9/5/2019,24/8/2019,NSIC Rc402,1.8,151.2,82,60,4924.12,17.34,85384.21,107,365.27,28,8.6,Wala,Wala,9072,4920,2621.808,1421.88,5,9,8,24,0,1,1,994,705,1548
Sci063,Science City of Muñoz,Burak,Tag-ulan,2019,22/6/2019,14/10/2019,PSB Rc82,2.78,233.52,82,60,4934.34,17.34,85561.39,114,334.1,27.4,8.9,Wala,Wala,14011.2,4920,4049.2368,1421.88,6,22,10,14,1,1,1,948,705,1548
Sci064,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,14/5/2019,5/9/2019,NSIC Rc222,1.01,84.84,61,60,3651.64,17.34,63319.44,114,316.21,27.7,8.6,Wala,Wala,5090.4,3660,1471.1256,1057.74,5,14,9,5,0,1,1,952,705,1511
Sci065,Science City of Muñoz,Banlik,Tag-ulan,2019,18/5/2019,12/9/2019,NSIC Rc216,3.08,258.72,77,60,4595.38,17.34,79683.93,117,304.85,29.2,8.3,Wala,Wala,15523.2,4620,4486.2048,1335.18,5,18,9,12,0,1,1,957,705,1501
Sci066,Science City of Muñoz,Banlik,Tag-ulan,2019,18/6/2019,28/9/2019,NSIC Rc402,1.63,136.92,81,60,4879.48,17.34,84610.18,102,259.09,32.2,7.5,Wala,Wala,8215.2,4860,2374.1928,1404.54,6,18,9,28,1,1,1,994,705,1501
Sci067,Science City of Muñoz,Burak,Tag-ulan,2019,12/6/2019,21/9/2019,PSB Rc82,2.19,183.96,57,60,3434.47,17.34,59553.75,101,249.7,25.6,8.1,Wala,Wala,11037.6,3420,3189.8664,988.38,6,12,9,21,1,1,1,948,705,1548
Sci068,Science City of Muñoz,Banlik,Tag-ulan,2019,7/6/2019,23/9/2019,NSIC Rc222,2.85,239.4,93,60,5576.51,17.34,96696.66,108,357.91,29.6,8.6,Wala,Wala,14364,5580,4151.196,1612.62,6,7,9,23,1,1,1,952,705,1501
Sci069,Science City of Muñoz,Banlik,Tag-ulan,2019,16/5/2019,3/9/2019,NSIC Rc222,2.55,214.2,71,60,4274.62,17.34,74121.85,110,331.21,29.3,9,Wala,Wala,12852,4260,3714.228,1231.14,5,16,9,3,0,1,1,952,705,1501
Sci070,Science City of Muñoz,Burak,Tag-ulan,2019,3/5/2019,26/8/2019,NSIC Rc222,3.47,291.48,61,60,3631.83,17.34,62975.92,115,299.39,26.2,9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17488.8,3660,5054.2632,1057.74,5,3,8,26,0,1,1,952,705,1548
Sci071,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,19/6/2019,11/10/2019,PSB Rc82,1.78,149.52,78,60,4673.61,17.34,81040.38,114,303.79,26.6,8.7,Wala,Wala,8971.2,4680,2592.6768,1352.52,6,19,10,11,1,1,1,948,705,1539
Sci072,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,19/6/2019,1/10/2019,NSIC Rc216,2.16,181.44,81,60,4849.12,17.34,84083.68,104,348.76,27.7,7.5,Wala,Wala,10886.4,4860,3146.1696,1404.54,6,19,10,1,1,1,1,957,705,1539
Sci073,Science City of Muñoz,Burak,Tag-ulan,2019,26/6/2019,13/10/2019,NSIC Rc402,2.46,206.64,56,60,3351.72,17.34,58118.8,109,258.73,27.4,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12398.4,3360,3583.1376,971.04,6,26,10,13,1,1,1,994,705,1548
Sci074,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,18/5/2019,1/9/2019,NSIC Rc216,1.61,135.24,63,60,3798.43,17.34,65864.84,106,320.65,26.9,8.2,Wala,Wala,8114.4,3780,2345.0616,1092.42,5,18,9,1,0,1,1,957,705,1500
Sci075,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,21/6/2019,8/10/2019,NSIC Rc216,0.88,73.92,72,60,4321.19,17.34,74929.51,109,258.89,28.5,8.9,Wala,Wala,4435.2,4320,1281.7728,1248.48,6,21,10,8,1,1,1,957,705,1511
Sci076,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,25/5/2019,18/9/2019,PSB Rc82,4.19,351.96,63,60,3771.66,17.34,65400.51,116,312.25,27,8.1,Wala,Wala,21117.6,3780,6102.9864,1092.42,5,25,9,18,0,1,1,948,705,1539
Sci077,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,12/6/2019,8/10/2019,NSIC Rc222,2.73,229.32,57,60,3430.28,17.34,59481.06,118,276.45,28.5,8.8,Wala,Wala,13759.2,3420,3976.4088,988.38,6,12,10,8,1,1,1,952,705,1511
Sci078,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2019,23/5/2019,1/9/2019,NSIC Rc402,3.14,263.76,71,60,4273.68,17.34,74105.65,101,227.6,25.2,8.2,Wala,Wala,15825.6,4260,4573.5984,1231.14,5,23,9,1,0,1,1,994,705,1500
Sci079,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2019,3/6/2019,18/9/2019,PSB Rc82,2.08,174.72,71,60,4280.4,17.34,74222.13,107,264.08,27.6,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10483.2,4260,3029.6448,1231.14,6,3,9,18,1,1,1,948,705,1511
Sci080,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2019,10/5/2019,30/8/2019,PSB Rc82,3.95,331.8,84,60,5037.62,17.34,87352.25,112,315.55,31,8.2,Wala,Wala,19908,5040,5753.412,1456.56,5,10,8,30,0,1,1,948,705,1539
